"customer_id","sale_date","total_amount","product_ids"
"30","2025-10-08","887.67","{21,220,143,360}"
"30","2025-11-09","166.62","{358,216}"
"31","2025-09-17","193.94","{81,119}"
"31","2025-09-30","204.28","{302,355}"
"31","2025-10-10","213.98","{70,70}"
"31","2025-10-19","361.53","{64,280}"
"31","2025-11-11","295.65","{228,408}"
"32","2025-10-13","231.72","{263,275}"
"32","2025-10-19","207.12","{110,86}"
"32","2025-10-24","566.55","{195,342}"
"33","2025-09-22","178.08","{366,5}"
"33","2025-09-28","551.79","{86,473}"
"34","2025-09-28","251.01","{26,485}"
"34","2025-10-04","419.96","{310,427}"
"34","2025-10-10","180.82","{58,454}"
"34","2025-11-04","189.50","{479,474}"
"34","2025-11-09","258.35","{380,93}"
"35","2025-09-23","195.52","{74,6}"
"35","2025-10-08","197.90","{43,315}"
"35","2025-11-04","238.66","{365,185}"
"35","2025-11-08","293.98","{3,239}"
"36","2025-10-09","294.93","{335,245}"
"36","2025-11-03","62.13","{259,489}"
"36","2025-11-04","239.44","{377,100}"
"37","2025-09-14","184.84","{320,17}"
"37","2025-09-16","367.50","{500,260}"
"37","2025-09-25","352.51","{60,38}"
"37","2025-10-03","132.12","{468,288}"
"37","2025-10-08","219.37","{267,68}"
"37","2025-10-23","334.56","{24,331}"
"37","2025-10-25","290.68","{72,159}"
"37","2025-11-09","512.01","{362,92,230,339}"
"38","2025-10-13","335.08","{321,378}"
"39","2025-09-25","241.39","{307,448}"
"39","2025-10-05","197.81","{191,147}"
"39","2025-11-12","126.67","{242,2}"
"41","2025-09-21","240.76","{137,146}"
"41","2025-10-18","302.45","{83,75}"
"41","2025-11-07","149.22","{371,352}"
"42","2025-09-20","606.18","{317,236}"
"42","2025-10-01","493.68","{413,341}"
"42","2025-10-29","521.40","{109,292}"
"42","2025-11-01","407.07","{105,496}"
"42","2025-11-12","325.01","{25,450}"
"43","2025-09-20","479.04","{196,84}"
"43","2025-09-26","113.88","{103,237}"
"43","2025-10-21","307.04","{461,110}"
"43","2025-10-30","202.03","{158,296}"
"43","2025-11-01","81.50","{223,97}"
"43","2025-11-04","364.66","{21,263}"
"43","2025-11-10","238.28","{427,87}"
"44","2025-09-27","236.34","{86,343}"
"44","2025-11-11","258.56","{286,136}"
"45","2025-10-18","292.29","{64,418}"
"45","2025-10-21","116.07","{445,167}"
"45","2025-10-29","142.70","{330,3}"
"45","2025-10-31","352.60","{9,352}"
"45","2025-11-10","283.02","{403,234}"
"46","2025-10-05","134.20","{66,188}"
"46","2025-10-06","376.59","{342,457}"
"46","2025-10-12","553.81","{419,430}"
"46","2025-10-13","293.81","{470,141}"
"46","2025-10-24","256.17","{266,394}"
"46","2025-10-25","165.42","{262,163}"
"46","2025-10-28","157.25","{449,172}"
"46","2025-10-31","224.40","{339,478}"
"46","2025-11-08","225.42","{225,459}"
"47","2025-09-28","71.42","{399,253}"
"47","2025-10-09","280.73","{19,82}"
"47","2025-10-24","149.27","{409,29}"
"47","2025-11-03","237.67","{225,241}"
"48","2025-10-05","143.33","{7,460}"
"48","2025-11-02","131.04","{225,170}"
"48","2025-11-05","311.12","{330,492}"
"49","2025-10-21","466.92","{48,33}"
"50","2025-09-22","158.52","{88,378}"
"50","2025-10-17","486.66","{371,229}"
"50","2025-10-24","135.89","{482,387}"
"50","2025-11-01","531.32","{234,57}"
"50","2025-11-05","154.79","{469,418}"
"50","2025-11-10","473.13","{314,261}"
"50","2025-11-11","297.09","{285,250}"
"51","2025-09-21","389.94","{34,72}"
"51","2025-09-25","378.84","{419,113}"
"51","2025-10-02","98.66","{469,387}"
"51","2025-10-04","289.44","{43,484}"
"51","2025-10-12","294.34","{483,178}"
"51","2025-10-16","434.45","{237,145}"
"51","2025-10-17","528.22","{403,156}"
"51","2025-11-03","226.58","{86,408}"
"52","2025-09-28","252.23","{180,420}"
"52","2025-10-27","410.12","{402,42}"
"52","2025-10-29","202.62","{200,109}"
"53","2025-09-29","88.72","{30,122}"
"53","2025-10-06","366.58","{233,28}"
"55","2025-11-11","128.98","{384,149}"
"56","2025-09-17","281.96","{467,228}"
"56","2025-09-23","347.06","{367,447}"
"56","2025-10-04","278.68","{27,336}"
"56","2025-10-05","152.45","{73,491}"
"56","2025-10-06","371.07","{115,107}"
"56","2025-10-12","225.22","{98,419}"
"56","2025-10-22","85.65","{423,242}"
"56","2025-10-31","251.80","{56,46}"
"56","2025-11-01","380.44","{44,266}"
"57","2025-09-20","412.95","{258,216}"
"57","2025-10-10","176.60","{197,331}"
"57","2025-11-01","278.61","{69,276}"
"57","2025-11-04","317.76","{431,115}"
"57","2025-11-07","415.21","{135,351}"
"58","2025-09-23","532.47","{246,199}"
"58","2025-10-27","428.39","{282,299,252,448}"
"59","2025-09-22","473.58","{363,14}"
"59","2025-10-05","661.64","{107,220}"
"59","2025-10-12","535.23","{179,220}"
"59","2025-11-01","384.64","{253,175}"
"60","2025-09-27","72.65","{415,17}"
"60","2025-10-02","257.16","{93,208}"
"60","2025-11-07","474.46","{492,486}"
"61","2025-09-17","331.23","{42,381}"
"61","2025-09-29","399.26","{486,41}"
"61","2025-10-02","248.22","{329,242}"
"61","2025-10-03","114.70","{72,80}"
"61","2025-10-12","456.42","{139,295}"
"61","2025-10-15","209.79","{391,445}"
"61","2025-10-31","56.90","{73,366}"
"62","2025-09-17","239.04","{5,411}"
"62","2025-09-25","253.31","{406,74}"
"62","2025-10-26","354.52","{376,161}"
"63","2025-09-25","144.42","{202,86}"
"63","2025-10-25","379.99","{106,445}"
"63","2025-10-26","379.56","{171,363}"
"63","2025-11-03","161.31","{251,16}"
"64","2025-09-25","338.06","{467,129}"
"64","2025-10-02","503.21","{199,429}"
"64","2025-10-05","253.34","{365,18}"
"64","2025-11-03","299.91","{496,121}"
"65","2025-11-05","149.28","{30,149}"
"67","2025-09-28","148.18","{297,492}"
"67","2025-11-01","168.43","{417,140}"
"67","2025-11-02","156.67","{225,3}"
"67","2025-11-13","214.34","{373,471}"
"68","2025-09-20","183.33","{432,339}"
"68","2025-10-08","514.46","{161,170}"
"68","2025-11-01","299.98","{29,344}"
"69","2025-09-17","358.13","{481,457}"
"69","2025-09-28","340.93","{113,400}"
"69","2025-10-07","354.34","{430,435}"
"69","2025-10-10","181.64","{195,229}"
"69","2025-10-13","495.59","{397,241}"
"69","2025-10-20","465.84","{94,374}"
"69","2025-10-29","270.78","{328,113}"
"69","2025-11-11","154.69","{28,133}"
"70","2025-09-18","168.62","{303,336}"
"70","2025-09-27","224.49","{387,356}"
"70","2025-10-22","301.83","{352,167}"
"70","2025-10-30","461.52","{436,157}"
"70","2025-11-08","226.58","{494,6}"
"71","2025-10-06","449.67","{163,437}"
"71","2025-10-25","124.03","{78,428}"
"71","2025-11-01","299.35","{407,186}"
"71","2025-11-06","247.34","{254,137}"
"71","2025-11-12","310.82","{10,328}"
"72","2025-10-06","213.63","{260,383}"
"72","2025-10-08","238.54","{199,339}"
"73","2025-10-05","262.77","{227,266}"
"73","2025-11-04","247.27","{2,89}"
"74","2025-09-27","262.30","{468,445}"
"74","2025-09-30","295.19","{411,284}"
"74","2025-10-09","124.62","{320,412}"
"74","2025-10-31","179.20","{76,6}"
"75","2025-09-16","241.64","{497,73}"
"75","2025-11-03","322.08","{175,475}"
"75","2025-11-05","737.24","{346,213,447,395}"
"76","2025-09-25","522.91","{330,223,265,261}"
"76","2025-10-01","81.21","{411,358}"
"76","2025-10-29","511.46","{174,143}"
"77","2025-09-19","123.24","{361,166}"
"77","2025-10-04","279.20","{431,368}"
"77","2025-11-07","163.65","{381,270}"
"77","2025-11-08","164.75","{481,163}"
"77","2025-11-12","215.98","{460,247}"
"78","2025-09-25","415.08","{77,55}"
"78","2025-10-08","119.09","{348,70}"
"78","2025-10-14","164.76","{475,471}"
"79","2025-09-19","327.72","{180,280}"
"79","2025-10-10","214.94","{482,218}"
"79","2025-11-07","308.50","{17,275}"
"80","2025-11-06","445.42","{146,241}"
"82","2025-09-22","414.56","{491,100}"
"82","2025-09-24","224.55","{486,325}"
"83","2025-09-28","265.37","{499,67}"
"83","2025-10-15","146.35","{436,189}"
"83","2025-10-19","459.76","{174,437}"
"85","2025-10-10","358.86","{463,160}"
"85","2025-10-30","68.21","{87,497}"
"86","2025-09-19","86.45","{408,175}"
"86","2025-09-23","162.41","{280,375}"
"86","2025-11-04","323.02","{117,65}"
"86","2025-11-05","184.46","{389,182}"
"87","2025-10-19","252.98","{115,263}"
"88","2025-09-21","188.84","{293,300}"
"88","2025-10-22","223.02","{386,262}"
"88","2025-10-24","293.05","{441,220}"
"89","2025-09-14","364.37","{131,56}"
"89","2025-09-17","386.03","{236,377}"
"89","2025-09-25","331.35","{160,313}"
"89","2025-10-05","128.00","{302,67}"
"89","2025-11-03","592.99","{65,128}"
"89","2025-11-12","323.53","{499,375}"
"89","2025-11-13","497.96","{199,46}"
"90","2025-10-03","304.41","{13,236}"
"90","2025-10-16","286.63","{360,47}"
"90","2025-10-18","356.01","{195,381}"
"90","2025-10-23","390.88","{125,181}"
"90","2025-10-25","71.67","{81,372}"
"91","2025-10-01","319.74","{187,165}"
"91","2025-10-05","266.11","{55,267}"
"91","2025-10-09","274.77","{119,363}"
"91","2025-10-12","442.16","{20,218}"
"91","2025-10-26","492.42","{283,255}"
"91","2025-11-09","129.19","{155,310}"
"92","2025-11-01","173.25","{467,266}"
"92","2025-11-07","361.86","{376,201}"
"93","2025-10-15","719.02","{238,427,217,127}"
"93","2025-10-18","579.44","{113,263}"
"93","2025-10-27","201.59","{390,99}"
"93","2025-11-07","630.58","{46,272}"
"94","2025-10-05","432.08","{58,29}"
"94","2025-10-18","394.32","{338,460}"
"94","2025-10-22","382.22","{195,166}"
"95","2025-09-23","330.87","{179,194}"
"95","2025-09-26","333.11","{382,411}"
"95","2025-10-03","164.80","{97,316}"
"95","2025-10-14","731.32","{332,230}"
"95","2025-10-15","289.87","{186,273}"
"95","2025-10-23","326.43","{254,477}"
"95","2025-10-25","270.94","{499,102}"
"95","2025-11-06","349.03","{190,439}"
"95","2025-11-12","251.22","{167,89}"
"96","2025-10-12","367.32","{257,107}"
"96","2025-10-29","546.84","{234,185}"
"96","2025-10-31","145.85","{308,362}"
"96","2025-11-04","129.44","{260,356}"
"97","2025-09-24","193.78","{442,401}"
"97","2025-10-15","446.30","{500,482}"
"97","2025-10-28","138.85","{451,161}"
"98","2025-10-12","260.53","{257,276}"
"98","2025-10-16","313.32","{235,309}"
"98","2025-10-21","306.06","{411,322}"
"99","2025-09-15","329.01","{12,221}"
"99","2025-09-26","169.99","{65,6}"
"99","2025-10-03","176.03","{291,59}"
"99","2025-11-02","361.32","{52,347}"
"100","2025-09-17","170.99","{357,394}"
"100","2025-10-05","209.94","{409,223}"
"100","2025-10-08","121.00","{390,136}"
"100","2025-10-28","205.05","{293,206}"
"100","2025-11-08","422.07","{73,412}"
"101","2025-09-16","140.06","{474,233}"
"101","2025-10-05","404.63","{42,203}"
"101","2025-10-29","273.54","{332,422,301,196}"
"101","2025-11-10","340.42","{15,113}"
"102","2025-09-26","436.82","{452,319}"
"102","2025-10-07","125.04","{349,270}"
"102","2025-10-31","424.02","{64,454}"
"103","2025-09-14","378.20","{267,281}"
"103","2025-10-08","340.66","{346,105}"
"103","2025-10-26","238.56","{183,160}"
"103","2025-11-05","285.19","{372,162}"
"104","2025-09-15","149.62","{422,295}"
"104","2025-10-28","78.12","{138,423}"
"104","2025-11-12","414.86","{346,176}"
"105","2025-09-27","549.68","{324,400}"
"105","2025-10-17","306.38","{354,36}"
"105","2025-11-05","388.80","{86,450,486,199}"
"106","2025-09-26","267.33","{81,38}"
"106","2025-09-27","175.26","{313,263}"
"106","2025-10-06","313.27","{410,15}"
"106","2025-10-23","626.96","{476,394}"
"106","2025-11-01","445.92","{112,484}"
"106","2025-11-11","187.17","{64,500}"
"108","2025-09-27","86.21","{159,303}"
"108","2025-10-07","430.22","{266,16}"
"108","2025-11-09","177.68","{266,67}"
"109","2025-09-28","199.29","{397,23}"
"109","2025-10-12","235.68","{82,484}"
"109","2025-10-14","389.26","{235,302}"
"109","2025-11-08","289.10","{392,271}"
"110","2025-09-18","425.74","{489,171}"
"110","2025-09-21","249.23","{60,65}"
"110","2025-10-06","122.91","{487,406}"
"110","2025-10-13","360.63","{26,80}"
"110","2025-11-07","55.43","{172,196}"
"111","2025-09-24","304.24","{227,494}"
"111","2025-10-01","390.78","{199,142}"
"111","2025-10-19","184.06","{227,230}"
"111","2025-10-30","252.83","{39,357}"
"112","2025-09-14","199.42","{430,13}"
"112","2025-09-20","227.28","{226,421}"
"112","2025-09-21","302.91","{29,28}"
"112","2025-11-09","292.80","{127,277,205,107}"
"113","2025-10-01","293.80","{272,194}"
"113","2025-10-14","436.62","{496,236}"
"113","2025-10-26","148.92","{436,40}"
"114","2025-10-11","463.20","{489,215}"
"114","2025-10-12","267.50","{215,242}"
"114","2025-10-17","399.02","{242,438}"
"114","2025-10-30","265.03","{154,234}"
"114","2025-11-08","147.03","{464,49}"
"115","2025-09-18","185.70","{391,249}"
"115","2025-10-09","248.47","{125,387}"
"115","2025-10-12","93.19","{378,48}"
"115","2025-10-14","131.85","{13,38}"
"115","2025-10-20","343.20","{193,56}"
"115","2025-10-25","458.27","{46,492,469,21}"
"115","2025-11-01","241.08","{351,398}"
"116","2025-10-06","332.29","{32,333}"
"116","2025-11-12","475.02","{147,237}"
"117","2025-09-23","158.31","{317,125}"
"117","2025-10-04","600.86","{14,444}"
"117","2025-10-25","353.05","{49,261}"
"117","2025-11-10","224.77","{293,201}"
"118","2025-09-17","353.53","{205,357}"
"118","2025-10-08","62.62","{476,244}"
"118","2025-10-19","314.85","{377,216}"
"118","2025-10-24","198.70","{121,88}"
"118","2025-10-29","401.58","{345,486}"
"119","2025-10-02","81.08","{168,248}"
"119","2025-10-12","436.22","{105,349}"
"119","2025-10-20","181.13","{232,235}"
"119","2025-10-31","267.48","{191,229}"
"120","2025-10-06","292.06","{160,40}"
"120","2025-10-25","213.87","{272,181,441,294}"
"120","2025-10-31","384.56","{348,11}"
"121","2025-09-14","165.44","{43,140}"
"121","2025-10-04","559.35","{407,29,261,224}"
"121","2025-10-19","335.26","{348,145}"
"121","2025-11-11","181.34","{224,392}"
"122","2025-09-19","146.15","{382,219}"
"122","2025-09-22","721.68","{213,472,4,344}"
"122","2025-10-16","230.78","{93,124}"
"122","2025-10-26","292.25","{19,125,477,319}"
"122","2025-11-04","570.02","{172,488}"
"123","2025-09-16","90.56","{310,60}"
"123","2025-10-20","532.26","{57,53}"
"124","2025-09-23","241.87","{463,208}"
"124","2025-10-04","101.28","{284,222}"
"124","2025-10-25","251.18","{216,366}"
"126","2025-09-27","410.38","{253,434}"
"126","2025-10-03","101.08","{210,339}"
"126","2025-10-05","245.94","{94,248}"
"126","2025-10-14","542.72","{433,219}"
"126","2025-10-29","209.44","{497,345}"
"126","2025-11-04","134.88","{383,178}"
"127","2025-09-23","317.06","{81,397}"
"127","2025-09-25","309.01","{111,365}"
"127","2025-10-02","376.68","{414,153}"
"127","2025-10-04","343.30","{481,203}"
"127","2025-10-08","192.65","{324,328}"
"127","2025-10-11","281.44","{154,79}"
"128","2025-09-20","382.54","{419,184}"
"128","2025-09-27","240.63","{262,427}"
"128","2025-10-19","307.03","{20,52}"
"129","2025-09-17","36.50","{107,417}"
"129","2025-10-08","212.34","{3,354}"
"130","2025-09-15","171.68","{451,382}"
"130","2025-09-30","403.37","{129,16}"
"130","2025-10-05","332.95","{51,142}"
"130","2025-10-07","216.06","{105,3}"
"130","2025-10-13","155.19","{339,412}"
"130","2025-10-19","328.20","{372,297}"
"130","2025-11-06","393.11","{232,141,229,399}"
"130","2025-11-09","516.59","{440,356}"
"131","2025-10-23","63.07","{331,215}"
"131","2025-11-07","145.66","{424,426}"
"132","2025-09-27","300.34","{370,116}"
"132","2025-10-11","307.31","{169,157}"
"133","2025-09-19","85.66","{481,333}"
"133","2025-10-03","440.73","{334,361}"
"134","2025-09-17","200.96","{383,106}"
"134","2025-10-15","474.99","{63,199}"
"134","2025-10-26","153.95","{495,429}"
"135","2025-10-09","143.94","{66,484}"
"135","2025-10-13","701.62","{56,222,450,365}"
"135","2025-10-19","518.95","{243,299,477,109}"
"135","2025-10-25","329.30","{237,183}"
"135","2025-11-03","83.24","{166,241}"
"136","2025-09-19","320.12","{175,210}"
"136","2025-09-22","226.86","{136,454}"
"136","2025-10-06","429.16","{231,64}"
"136","2025-11-01","609.74","{111,126}"
"137","2025-09-15","351.77","{280,11}"
"137","2025-10-30","287.82","{27,39}"
"137","2025-11-09","233.26","{216,186}"
"138","2025-10-16","425.36","{200,110}"
"138","2025-11-12","337.68","{354,262}"
"139","2025-09-23","363.77","{31,105}"
"139","2025-10-10","224.62","{276,121}"
"139","2025-10-15","527.52","{478,92}"
"139","2025-10-18","277.37","{221,201}"
"139","2025-10-22","302.24","{214,25}"
"139","2025-11-11","198.30","{17,196}"
"140","2025-09-16","250.33","{14,221}"
"140","2025-10-05","147.64","{23,31}"
"140","2025-10-21","132.10","{82,368}"
"141","2025-09-27","292.17","{457,54}"
"141","2025-10-14","588.56","{407,188}"
"141","2025-10-16","118.48","{146,330}"
"141","2025-10-22","117.22","{177,340}"
"141","2025-10-26","468.83","{165,106}"
"141","2025-10-28","234.46","{384,414}"
"142","2025-09-21","162.32","{434,333}"
"142","2025-10-05","100.17","{285,4}"
"142","2025-10-27","228.45","{77,174}"
"143","2025-09-21","140.88","{113,42}"
"143","2025-09-26","93.91","{74,29}"
"143","2025-10-16","296.01","{297,369}"
"144","2025-09-15","275.17","{443,14}"
"144","2025-10-04","245.32","{281,73}"
"144","2025-10-07","141.50","{132,179}"
"144","2025-10-13","196.99","{399,255}"
"144","2025-11-02","321.45","{179,5}"
"145","2025-09-15","224.84","{160,286}"
"145","2025-10-07","392.11","{47,220}"
"145","2025-11-11","291.80","{174,10}"
"146","2025-09-15","342.33","{117,456}"
"146","2025-09-23","475.38","{305,421,302,93}"
"146","2025-10-17","207.24","{141,375}"
"146","2025-11-01","114.52","{306,418}"
"146","2025-11-03","182.88","{295,28}"
"146","2025-11-09","110.18","{196,49}"
"146","2025-11-11","121.57","{65,7}"
"147","2025-09-17","307.10","{262,203}"
"147","2025-10-06","163.82","{356,62}"
"147","2025-10-09","237.42","{438,128}"
"147","2025-11-11","179.89","{194,425}"
"148","2025-09-26","393.56","{498,237}"
"148","2025-10-16","229.03","{105,57}"
"148","2025-10-31","408.34","{241,316}"
"149","2025-09-15","532.76","{262,336,167,82}"
"149","2025-10-21","182.53","{346,6}"
"149","2025-10-26","409.68","{129,354}"
"150","2025-09-17","301.76","{35,122}"
"150","2025-09-29","177.68","{156,365}"
"150","2025-10-06","151.65","{396,35}"
"150","2025-10-08","297.59","{243,248,70,248}"
"150","2025-10-10","369.73","{121,377}"
"150","2025-10-18","36.92","{375,446}"
"150","2025-11-08","303.66","{84,78}"
"150","2025-11-12","247.05","{167,492}"
"151","2025-09-23","232.59","{285,134}"
"151","2025-10-20","255.41","{253,334}"
"151","2025-11-09","135.00","{197,280}"
"152","2025-09-17","341.79","{384,452}"
"152","2025-09-21","260.80","{288,471}"
"152","2025-09-27","195.24","{112,109}"
"152","2025-09-28","604.57","{114,271}"
"152","2025-11-11","93.26","{119,23}"
"152","2025-11-12","102.48","{129,108}"
"153","2025-09-16","286.41","{476,34}"
"153","2025-09-17","278.40","{130,175}"
"153","2025-09-26","354.78","{327,214}"
"153","2025-10-26","336.15","{431,160}"
"154","2025-09-15","148.94","{310,309}"
"154","2025-10-07","326.40","{418,493}"
"154","2025-10-09","385.36","{198,213}"
"154","2025-10-14","314.54","{453,103,194,359}"
"154","2025-10-25","381.90","{326,267}"
"154","2025-11-06","298.30","{180,35}"
"155","2025-09-14","388.86","{216,254}"
"155","2025-10-07","94.92","{485,479}"
"155","2025-10-18","508.11","{490,35}"
"156","2025-10-11","662.97","{21,27}"
"156","2025-10-22","161.52","{368,76}"
"156","2025-11-02","278.86","{327,474}"
"156","2025-11-04","230.80","{329,389}"
"157","2025-09-22","184.06","{268,413}"
"157","2025-10-21","374.64","{250,440}"
"158","2025-10-05","138.07","{451,37}"
"158","2025-10-06","265.52","{410,359}"
"158","2025-10-10","93.37","{342,74}"
"158","2025-10-29","392.25","{135,138}"
"158","2025-10-31","351.19","{212,131}"
"159","2025-10-13","209.10","{356,50}"
"159","2025-10-19","228.54","{154,302}"
"160","2025-09-19","417.23","{353,70}"
"160","2025-10-21","446.85","{421,14}"
"160","2025-10-23","78.04","{379,127}"
"160","2025-11-13","443.25","{170,479}"
"161","2025-10-06","176.38","{461,485}"
"161","2025-10-09","194.66","{91,454}"
"161","2025-10-10","345.60","{207,445}"
"162","2025-09-16","325.77","{329,431}"
"162","2025-09-24","57.80","{201,118}"
"162","2025-09-29","265.50","{425,107}"
"162","2025-10-16","52.00","{428,224}"
"162","2025-10-23","214.37","{86,8}"
"162","2025-10-25","142.81","{416,331}"
"162","2025-11-03","189.91","{378,138}"
"163","2025-10-10","268.47","{290,58}"
"164","2025-10-03","413.84","{177,369}"
"164","2025-10-25","70.20","{117,262}"
"164","2025-10-26","77.30","{174,167}"
"165","2025-09-26","304.74","{285,176}"
"165","2025-10-01","99.94","{488,108}"
"165","2025-10-24","444.12","{212,7,27,118}"
"165","2025-10-26","687.16","{182,290,135,409,6,359}"
"165","2025-11-10","307.93","{451,442}"
"167","2025-09-27","255.14","{426,135}"
"167","2025-09-29","146.31","{185,456}"
"168","2025-09-27","147.99","{251,410}"
"168","2025-10-13","406.08","{139,478}"
"168","2025-10-18","225.33","{52,176}"
"169","2025-09-17","172.32","{48,199}"
"169","2025-10-18","190.18","{409,468}"
"169","2025-10-25","280.02","{140,408}"
"169","2025-11-03","579.72","{491,40}"
"169","2025-11-12","322.53","{217,350}"
"169","2025-11-13","254.62","{297,174}"
"170","2025-09-30","138.90","{244,487}"
"170","2025-10-20","210.20","{132,217}"
"170","2025-11-11","300.06","{222,24}"
"171","2025-09-19","435.60","{69,262}"
"171","2025-09-30","305.67","{251,104}"
"171","2025-10-13","379.14","{32,440}"
"171","2025-10-14","349.04","{132,296}"
"171","2025-10-19","118.55","{349,216}"
"171","2025-11-02","192.91","{399,66}"
"171","2025-11-12","332.49","{190,192}"
"172","2025-09-18","356.26","{212,395}"
"172","2025-10-19","363.68","{407,211}"
"172","2025-11-02","879.02","{137,81,67,338}"
"172","2025-11-10","304.46","{349,408}"
"173","2025-09-20","185.24","{131,397}"
"174","2025-10-02","307.09","{229,415}"
"174","2025-10-03","205.35","{314,83}"
"174","2025-10-08","326.96","{238,431}"
"174","2025-10-29","333.72","{408,3}"
"175","2025-09-19","149.16","{422,311}"
"175","2025-09-30","441.37","{407,490}"
"175","2025-10-28","101.08","{23,492}"
"175","2025-11-13","274.54","{76,193}"
"176","2025-09-19","333.30","{463,72}"
"176","2025-09-22","417.70","{448,341,43,218}"
"176","2025-10-05","136.72","{99,138}"
"176","2025-10-25","440.74","{55,499}"
"177","2025-09-18","475.28","{282,256}"
"177","2025-10-12","320.73","{117,75}"
"177","2025-10-20","333.58","{370,308}"
"177","2025-10-31","223.68","{365,3}"
"178","2025-09-18","236.80","{229,420}"
"178","2025-09-30","243.62","{205,184}"
"178","2025-10-29","224.28","{493,322}"
"179","2025-10-20","307.02","{150,407}"
"179","2025-10-27","279.93","{451,499}"
"180","2025-09-19","145.79","{410,152}"
